"STATION","NAME","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00129905","YOUNG AMERICA, IN US","2001-01-12",,,,"0.00","0.0","3.0","37","19","30","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-13",,,,"0.00","0.0","2.0","34","27","28","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-14",,,,"0.00","0.0","1.0","37","28","37","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-15",,,,"0.03","0.0","1.0","38","33","34","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-16",,,,"0.00","0.0","0.0","34","29","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-17",,,,"0.00","0.0","0.0","29","25","25",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-18",,,,"0.00","0.0","0.0","27","21","21",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-19",,,,"0.00","0.0","0.0","34","21","27",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-20",,,,"0.00","0.0","0.0","33","16","16",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-21",,,,"0.00","0.0","0.0","23","13","15",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-22",,,,"0.00","0.0","0.0","31","15","23",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-23",,,,"0.00","0.0","0.0","38","21","27",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-24",,,,"0.00","0.0","0.0","35","20","20",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-25",,,,"0.00","0.0","0.0","29","20","23",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-26",,,,"0.00","0.0","0.0","28","17","20",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-27",,,,"0.36","1.9","2.0","32","20","23",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-28",,,,"0.00","0.0","2.0","26","10","16",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-29",,,,"0.21","0.0","1.0","33","16","33",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-30",,,,"0.31","0.0","0.0","44","33","38",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-01-31",,,,"0.10","0.0","0.0","42","33","33",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-01",,,,"0.00","0.0","0.0","34","28","28",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-02",,,,"0.00","0.0","0.0","37","4","4",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-03",,,,"0.00","0.0","0.0","16","3","16",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-04",,,,"0.00","0.0","0.0","36","16","34",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-05",,,,"0.00","0.0","0.0","44","31","31","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-06",,,,"0.10","1.0","1.0","33","28","33",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-07",,,,"0.03","0.0","0.0","36","24","24","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-08",,,,"0.00","0.0","0.0","46","24","46",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-09",,,,"0.24","0.0","0.0","57","45","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-10",,,,"0.61","0.0","0.0","59","20","21",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-11",,,,"0.00","0.0","0.0","25","18","19",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-12",,,,"0.00","0.0","0.0","30","19","27",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-13",,,,"0.00","0.0","0.0","38","27","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-14",,,,"0.39","0.0","0.0","43","28","40","    1","    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-15",,,,"0.80","0.0","0.0","43","32","32","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-16",,,,"0.00","0.0","0.0","37","32","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-17",,,,"0.00","0.0","0.0","35","15","15",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-18",,,,"0.00","0.0","0.0","23","13","13",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-19",,,,"0.00","0.0","0.0","30","13","28",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-20",,,,"0.00","0.0","0.0","47","28","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-21",,,,"0.00","0.0","0.0","43","18","18",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-22",,,,"0.05","0.4","0.0","28","17","22",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-23",,,,"0.00","0.0","0.0","30","22","27",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-24",,,,"0.00","0.0","0.0","34","25","33",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-25",,,,"0.83","0.0","0.0","58","33","57",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-26",,,,"0.00","0.0","0.0","53","28","28",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-27",,,,"0.00","0.0","0.0","44","27","30",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-02-28",,,,"0.00","0.0","0.0","34","19","20",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-01",,,,"0.00","0.0",,"31","19","23",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-02",,,,"0.00","0.0","0.0","42","23","33",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-03",,,,"0.00","0.0","0.0","42","33","34",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-04",,,,"0.00","0.0","0.0","46","32","33",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-05",,,,"0.00","0.0","0.0","37","26","26",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-06",,,,"0.00","0.0","0.0","30","23","27",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-07",,,,"0.00","0.0","0.0","31","17","22",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-08",,,,"0.00","0.0","0.0","44","22","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-09",,,,"0.00","0.0","0.0","33","23","24",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-10",,,,"0.00","0.0","0.0","39","23","26",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-11",,,,"0.05","0.0","0.0","49","26","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-12",,,,"0.00","0.0","0.0","46","33","36",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-13",,,,"0.16","0.0","0.0","50","32","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-14",,,,"0.05","0.0","0.0","43","32","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-15",,,,"0.00","0.0","0.0","56","31","41",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-16",,,,"0.10","0.0","0.0","56","32","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-17",,,,"0.36","2.0","2.0","34","26","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-18",,,,"0.00","0.0","0.0","40","34","28",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-19",,,,"0.00","0.0","0.0","45","28","28",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-20",,,,"0.00","0.0","0.0","48","28","31",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-21",,,,"0.00","0.0","0.0","55","25","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-22",,,,"0.00","0.0","0.0","58","29","30",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-23",,,,"0.00","0.0","0.0","56","30","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-24",,,,"0.00","0.0","0.0","53","29","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-25",,,,"0.00","0.0","0.0","41","19","20",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-26",,,,"0.00","0.0","0.0","28","16","17",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-27",,,,"0.00","0.0","0.0","30","17","26",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-28",,,,"0.00","0.0","0.0","44","23","25",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-29",,,,"0.02","0.0","0.0","52","25","35","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-30",,,,"0.00","0.0","0.0","46","35","37",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-03-31",,,,"0.00","0.0","0.0","56","32","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-01",,,,"0.23","0.0","0.0","58","31","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-02",,,,"0.00","0.0","0.0","47","30","32",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-03",,,,"0.00","0.0","0.0","60","32","36",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-04",,,,"0.00","0.0","0.0","58","35","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-05",,,,"0.00","0.0","0.0","60","35","37",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-06",,,,"0.18","0.0","0.0","73","37","65",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-07",,,,"0.15","0.0","0.0","72","62","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-08",,,,"0.00","0.0","0.0","77","58","62",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-09",,,,"0.00","0.0","0.0","83","62","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-10",,,,"0.30","0.0","0.0","84","52","55",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-11",,,,"0.63","0.0","0.0","67","53","60",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-12",,,,"0.40","0.0","0.0","82","37","63",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-13",,,,"0.00","0.0","0.0","63","43","46",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-14",,,,"0.00","0.0","0.0","61","43","54",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-15",,,,"0.27","0.0","0.0","71","45","45",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-16",,,,"0.15","0.0","0.0","57","35","35",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-17",,,,"0.00","0.0","0.0","42","28","29",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-18",,,,"0.00","0.0","0.0","42","29","31",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-19",,,,"0.00","0.0","0.0","55","31","37",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-20",,,,"0.13","0.0","0.0","69","31","52",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-21",,,,"0.21","0.0","0.0","70","52","63",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-22",,,,"0.00","0.0","0.0","76","62","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-23",,,,"0.00","0.0","0.0","84","64","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-24",,,,"0.11","0.0","0.0","79","45","45",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-25",,,,"0.00","0.0","0.0","57","37","42",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-26",,,,"0.00","0.0","0.0","64","40","46",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-27",,,,"0.00","0.0","0.0","73","45","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-28",,,,"0.00","0.0","0.0","76","42","51",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-29",,,,"0.00","0.0","0.0","69","43","49",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-04-30",,,,"0.00","0.0","0.0","75","46","54",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-01",,,,"0.00","0.0","0.0","86","54","64",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-02",,,,"0.02","0.0","0.0","83","61","65",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-03",,,,"0.00","0.0","0.0","84","60","65",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-04",,,,"0.00","0.0","0.0","88","58","63",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-05",,,,"0.06","0.0","0.0","87","56","57",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-06",,,,"0.00","0.0","0.0","75","51","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-07",,,,"0.12","0.0","0.0","83","60","64",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-08",,,,"0.26","0.0","0.0","80","49","54",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-09",,,,"0.00","0.0","0.0","76","54","57",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-10",,,,"0.00","0.0","0.0","82","57","71",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-11",,,,"0.00","0.0","0.0","85","63","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-12",,,,"0.00","0.0","0.0","80","44","51",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-13",,,,"0.00","0.0","0.0","65","36","58",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-14",,,,"0.00","0.0","0.0","71","45","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-15",,,,"0.23","0.0","0.0","77","54","62",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-16",,,,"0.34","0.0","0.0","86","62","71",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-17",,,,"0.37","0.0","0.0","87","62","66",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-18",,,,"0.68","0.0","0.0","81","65","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-19",,,,"0.20","0.0","0.0","75","63","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-20",,,,"0.00","0.0","0.0","76","56","69",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-21",,,,"0.04","0.0","0.0","78","66","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-22",,,,"0.06","0.0","0.0","71","49","52",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-23",,,,"0.00","0.0","0.0","64","46","50",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-24",,,,"0.38","0.0","0.0","69","47","48",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-25",,,,"0.14","0.0","0.0","64","47","51",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-26",,,,"0.21","0.0","0.0","58","45","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-27",,,,"0.25","0.0","0.0","66","48","55",,"    1",,"    1",,
"USC00129905","YOUNG AMERICA, IN US","2001-05-28",,,,"0.57","0.0","0.0","64","46","58",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-29",,,,"0.00","0.0","0.0","68","49","53",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-30",,,,"0.00","0.0","0.0","74","42","49",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-05-31",,,,"0.00","0.0","0.0","66","48","50",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-01",,,,"0.17","0.0","0.0","62","50","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-02",,,,"0.29","0.0","0.0","61","51","56",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-03",,,,"0.13","0.0","0.0","63","50","51",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-04",,,,"0.00","0.0","0.0","60","47","49",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-05",,,,"0.19","0.0","0.0","60","49","57",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-06",,,,"0.79","0.0","0.0","72","55","62",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-07",,,,"0.08","0.0","0.0","76","57","59",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-08",,,,"0.00","0.0","0.0","73","52","57",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-09",,,,"0.00","0.0","0.0","76","52","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-10",,,,"0.00","0.0","0.0","79","59","69",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-11",,,,"0.00","0.0","0.0","82","66","70",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-12",,,,"0.04","0.0","0.0","91","65","69",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-13",,,,"0.00","0.0","0.0","88","69","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-14",,,,"0.00","0.0","0.0","93","69","77",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-15",,,,"0.00","0.0","0.0","93","73","77",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-16",,,,"0.96","0.0","0.0","90","56","70",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-17",,,,"0.00","0.0","0.0","83","60","69",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-18",,,,"0.00","0.0","0.0","85","67","72",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-19",,,,"0.00","0.0","0.0","89","68","72",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-20",,,,"0.49","0.0","0.0","90","64","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-21",,,,"0.00","0.0","0.0","77","59","63",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-22",,,,"0.23","0.0","0.0","72","54","56","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-23",,,,"0.00","0.0","0.0","73","56","58",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-24",,,,"0.00","0.0","0.0","75","54","71",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-25",,,,"0.00","0.0","0.0","81","57","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-26",,,,"0.00","0.0","0.0","83","59","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-27",,,,"0.00","0.0","0.0","85","60","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-28",,,,"0.00","0.0","0.0","81","61","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-29",,,,"0.03","0.0","0.0","86","66","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-06-30",,,,"0.00","0.0","0.0","85","66","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-01",,,,"0.00","0.0","0.0","87","42","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-02",,,,"0.00","0.0","0.0","81","45","54",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-03",,,,"0.09","0.0","0.0","77","54","60",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-04",,,,"0.75","0.0","0.0","74","60","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-05",,,,"0.13","0.0","0.0","83","60","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-06",,,,"0.00","0.0","0.0","74","44","63",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-07",,,,"0.70","0.0","0.0","77","59","63",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-08",,,,"0.06","0.0","0.0","87","63","80",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-09",,,,"0.73","0.0","0.0","88","64","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-10",,,,"0.00","0.0","0.0","88","64","70","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-11",,,,"0.00","0.0","0.0","87","64","65",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-12",,,,"0.00","0.0","0.0","75","54","62",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-13",,,,"0.00","0.0","0.0","78","50","61",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-14",,,,"0.00","0.0","0.0","77","49","64",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-15",,,,"0.00","0.0","0.0","82","53","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-16",,,,"0.00","0.0","0.0","84","61","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-17",,,,"0.00","0.0","0.0","86","66","71",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-18",,,,"0.62","0.0","0.0","88","68","72","    1",,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-19",,,,"0.21","0.0","0.0","82","69","73",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-20",,,,"0.00","0.0","0.0","88","69","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-21",,,,"0.00","0.0","0.0","89","68","73",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-22",,,,"2.63","0.0","0.0","89","68","78",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-23",,,,"0.00","0.0","0.0","92","69","80",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-24",,,,"1.04","0.0","0.0","92","70","73",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-25",,,,"0.19","0.0","0.0","90","70","74",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-26",,,,"0.33","0.0","0.0","87","65","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-27",,,,"0.00","0.0","0.0","78","59","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-28",,,,"0.00","0.0","0.0","79","62","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-29",,,,"0.07","0.0","0.0","82","67","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-30",,,,"0.00","0.0","0.0","84","65","76",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-07-31",,,,"0.00","0.0","0.0","87","66","73",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-01",,,,"0.00","0.0","0.0","90","67","72",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-02",,,,"0.00","0.0","0.0","91","69","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-03",,,,"0.34","0.0","0.0","84","69","73",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-04",,,,"0.00","0.0","0.0","85","62","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-05",,,,"0.00","0.0","0.0","86","61","77",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-06",,,,"0.00","0.0","0.0","85","61","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-07",,,,"0.00","0.0","0.0","89","62","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-08",,,,"0.00","0.0","0.0","88","68","71",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-09",,,,"0.00","0.0","0.0","91","71","76",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-10",,,,"0.03","0.0","0.0","87","68","70",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-11",,,,"0.00","0.0","0.0","83","60","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-12",,,,"0.00","0.0","0.0","82","60","71",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-13",,,,"0.00","0.0","0.0","81","59","62",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-14",,,,"0.00","0.0","0.0","81","52","54",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-15",,,,"0.00","0.0","0.0","80","53","59",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-16",,,,"0.00","0.0","0.0","82","59","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-17",,,,"0.28","0.0","0.0","74","58","60",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-18",,,,"0.00","0.0","0.0","78","60","63",,"    1",,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-19",,,,"0.82","0.0","0.0","83","58","60",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-20",,,,"0.05","0.0","0.0","71","56","58",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-21",,,,"0.00","0.0","0.0","78","52","56",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-22",,,,"0.00","0.0","0.0","81","56","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-23",,,,"0.94","0.0","0.0","88","66","68",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-24",,,,"0.00","0.0","0.0","78","66","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-25",,,,"0.00","0.0","0.0","85","66","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-26",,,,"1.82","0.0","0.0","77","68","72",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-27",,,,"0.02","0.0","0.0","80","56","58",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-28",,,,"0.00","0.0","0.0","85","58","65",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-29",,,,"0.00","0.0","0.0","83","58","60",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-30",,,,"0.00","0.0","0.0","82","60","67",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-08-31",,,,"0.85","0.0","0.0","86","65","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-01",,,,"0.00","0.0","0.0","79","51","56",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-02",,,,"0.00","0.0","0.0","75","52","65",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-03",,,,"0.00","0.0","0.0","81","55","69",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-04",,,,"0.00","0.0","0.0","85","64","66",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-05",,,,"0.00","0.0","0.0","82","56","57",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-06",,,,"0.00","0.0","0.0","79","52","55",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-07",,,,"0.08","0.0","0.0","85","55","71",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-08",,,,"0.76","0.0","0.0","89","68","74",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-09",,,,"0.16","0.0","0.0","87","61","70",,,,,,
"USC00129905","YOUNG AMERICA, IN US","2001-09-10",,,,"0.74","0.0","0.0","76","49","60",,,,,,
